shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.DMDModulationPreHoldTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalLatticeVariables2.UnloadLatticeYPower,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.NematicLatticeModulationFrequency,LocalVariables.XbarFrequency,LocalVariables.ScanID5,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalLatticeVariables2.DMDModulationAmplitude,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.LoadWithDmd0InitialPower,LocalVariables.ScanID3,GlobalLatticeVariables2.UnloadLatticeRampTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.DMDModulationOffset,LocalVariables.DMDID,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.ReloadLatticeRampTime,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,LocalVariables.ScanID4,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalImagingVariables2.SpinBlowNorthwestPower,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalLatticeVariables2.Dmd1ModPattern,GlobalLatticeVariables2.IsImageBIFormation,GlobalLatticeVariables2.PhysicsSplitFieldRampDelayTime,GlobalLatticeVariables2.CleanupBandInsulatorWaitTime,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.DMDModulationTime,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,LocalVariables.ShotTypeID,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.UnloadLatticeXPower,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalLatticeVariables2.IsRoundTripReloading,GlobalLatticeVariables2.IsDMDLatticeModulation,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalLatticeVariables2.DMDModulationFrequency,GlobalLatticeVariables2.Dmd1PatternFilename,LocalVariables.DMDID2,LocalVariables.ScanID2,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.isImageExpandedCheckerboard,GlobalMotVariables2.MotDetuningCompressed
166,166,2025/10/13 05:28:04,0.0,0.035,228200000.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,0.0,0.1,0.014,300000000.0,590.0,0.005,100000.0,0.0,0.001,4.9999999999999996e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_12p.pkl',0.0,0.48,0.0225,500.0,0.05,0.0,2.5,2.9999999999999997e-05,0.0,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,46.0,854000000.0,932600000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,450000000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
167,167,2025/10/13 05:28:20,0.0,0.035,83506780.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,1.0,0.1,0.014,766000000.0,590.0,0.005,100000.0,0.0,0.04,9.999999999999999e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_12p.pkl',0.0,0.48,0.0225,610.0,0.05,0.0,2.5,2.9999999999999997e-05,0.7,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,47.0,1010900000.0,1088300000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,605500000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
168,168,2025/10/13 05:28:36,0.0,0.035,228200000.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,0.0,0.1,0.014,300000000.0,590.0,0.005,100000.0,0.0,0.001,4.9999999999999996e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_16n.pkl',0.0,0.48,0.0225,500.0,0.05,0.0,2.5,2.9999999999999997e-05,0.0,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,48.0,854000000.0,932600000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,450000000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
169,169,2025/10/13 05:28:51,0.0,0.035,83506780.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,1.0,0.1,0.014,766000000.0,590.0,0.005,100000.0,0.0,0.04,9.999999999999999e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_16n.pkl',0.0,0.48,0.0225,610.0,0.05,0.0,2.5,2.9999999999999997e-05,0.7,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,49.0,1010900000.0,1088300000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,605500000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
170,170,2025/10/13 05:29:08,0.0,0.035,228200000.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,0.0,0.1,0.014,300000000.0,590.0,0.005,100000.0,0.0,0.001,4.9999999999999996e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_16p.pkl',0.0,0.48,0.0225,500.0,0.05,0.0,2.5,2.9999999999999997e-05,0.0,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,50.0,854000000.0,932600000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,450000000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
171,171,2025/10/13 05:29:23,0.0,0.035,83506780.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,1.0,0.1,0.014,766000000.0,590.0,0.005,100000.0,0.0,0.04,9.999999999999999e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_16p.pkl',0.0,0.48,0.0225,610.0,0.05,0.0,2.5,2.9999999999999997e-05,0.7,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,51.0,1010900000.0,1088300000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,605500000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
172,172,2025/10/13 05:29:39,0.0,0.035,228200000.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,0.0,0.1,0.014,300000000.0,590.0,0.005,100000.0,0.0,0.001,4.9999999999999996e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_20n.pkl',0.0,0.48,0.0225,500.0,0.05,0.0,2.5,2.9999999999999997e-05,0.0,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,52.0,854000000.0,932600000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,450000000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
173,173,2025/10/13 05:29:55,0.0,0.035,83506780.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,1.0,0.1,0.014,766000000.0,590.0,0.005,100000.0,0.0,0.04,9.999999999999999e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_20n.pkl',0.0,0.48,0.0225,610.0,0.05,0.0,2.5,2.9999999999999997e-05,0.7,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,53.0,1010900000.0,1088300000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,605500000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
174,174,2025/10/13 05:30:11,0.0,0.035,228200000.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,0.0,0.1,0.014,300000000.0,590.0,0.005,100000.0,0.0,0.001,4.9999999999999996e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_20p.pkl',0.0,0.48,0.0225,500.0,0.05,0.0,2.5,2.9999999999999997e-05,0.0,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,54.0,854000000.0,932600000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,450000000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
175,175,2025/10/13 05:30:26,0.0,0.035,83506780.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,1.0,0.1,0.014,766000000.0,590.0,0.005,100000.0,0.0,0.04,9.999999999999999e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_20p.pkl',0.0,0.48,0.0225,610.0,0.05,0.0,2.5,2.9999999999999997e-05,0.7,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,55.0,1010900000.0,1088300000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,605500000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
176,176,2025/10/13 05:30:42,0.0,0.035,228200000.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,0.0,0.1,0.014,300000000.0,590.0,0.005,100000.0,0.0,0.001,4.9999999999999996e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_4n.pkl',0.0,0.48,0.0225,500.0,0.05,0.0,2.5,2.9999999999999997e-05,0.0,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,56.0,854000000.0,932600000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,450000000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
177,177,2025/10/13 05:30:58,0.0,0.035,83506780.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,1.0,0.1,0.014,766000000.0,590.0,0.005,100000.0,0.0,0.04,9.999999999999999e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_4n.pkl',0.0,0.48,0.0225,610.0,0.05,0.0,2.5,2.9999999999999997e-05,0.7,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,57.0,1010900000.0,1088300000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,605500000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
178,178,2025/10/13 05:31:14,0.0,0.035,228200000.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,0.0,0.1,0.014,300000000.0,590.0,0.005,100000.0,0.0,0.001,4.9999999999999996e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_4p.pkl',0.0,0.48,0.0225,500.0,0.05,0.0,2.5,2.9999999999999997e-05,0.0,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,58.0,854000000.0,932600000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,450000000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
179,179,2025/10/13 05:31:29,0.0,0.035,83506780.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,1.0,0.1,0.014,766000000.0,590.0,0.005,100000.0,0.0,0.04,9.999999999999999e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_4p.pkl',0.0,0.48,0.0225,610.0,0.05,0.0,2.5,2.9999999999999997e-05,0.7,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,59.0,1010900000.0,1088300000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,605500000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
180,180,2025/10/13 05:31:45,0.0,0.035,228200000.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,0.0,0.1,0.014,300000000.0,590.0,0.005,100000.0,0.0,0.001,4.9999999999999996e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_6n.pkl',0.0,0.48,0.0225,500.0,0.05,0.0,2.5,2.9999999999999997e-05,0.0,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,60.0,854000000.0,932600000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,450000000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
181,181,2025/10/13 05:32:01,0.0,0.035,83506780.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,1.0,0.1,0.014,766000000.0,590.0,0.005,100000.0,0.0,0.04,9.999999999999999e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_6n.pkl',0.0,0.48,0.0225,610.0,0.05,0.0,2.5,2.9999999999999997e-05,0.7,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,60.99999999999999,1010900000.0,1088300000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,605500000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
182,182,2025/10/13 05:32:17,0.0,0.035,228200000.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,0.0,0.1,0.014,300000000.0,590.0,0.005,100000.0,0.0,0.001,4.9999999999999996e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_6p.pkl',0.0,0.48,0.0225,500.0,0.05,0.0,2.5,2.9999999999999997e-05,0.0,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,62.00000000000001,854000000.0,932600000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,450000000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
183,183,2025/10/13 05:32:32,0.0,0.035,83506780.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,1.0,0.1,0.014,766000000.0,590.0,0.005,100000.0,0.0,0.04,9.999999999999999e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_6p.pkl',0.0,0.48,0.0225,610.0,0.05,0.0,2.5,2.9999999999999997e-05,0.7,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,63.0,1010900000.0,1088300000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,605500000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
184,184,2025/10/13 05:32:48,0.0,0.035,228200000.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,0.0,0.1,0.014,300000000.0,590.0,0.005,100000.0,0.0,0.001,4.9999999999999996e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_8n.pkl',0.0,0.48,0.0225,500.0,0.05,0.0,2.5,2.9999999999999997e-05,0.0,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,64.0,854000000.0,932600000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,450000000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
185,185,2025/10/13 05:33:04,0.0,0.035,83506780.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,1.0,0.1,0.014,766000000.0,590.0,0.005,100000.0,0.0,0.04,9.999999999999999e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_8n.pkl',0.0,0.48,0.0225,610.0,0.05,0.0,2.5,2.9999999999999997e-05,0.7,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,65.0,1010900000.0,1088300000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,605500000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
186,186,2025/10/13 05:33:20,0.0,0.035,228200000.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,0.0,0.1,0.014,300000000.0,590.0,0.005,100000.0,0.0,0.001,4.9999999999999996e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_8p.pkl',0.0,0.48,0.0225,500.0,0.05,0.0,2.5,2.9999999999999997e-05,0.0,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,66.0,854000000.0,932600000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,450000000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
187,187,2025/10/13 05:33:35,0.0,0.035,83506780.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,1.0,0.1,0.014,766000000.0,590.0,0.005,100000.0,0.0,0.04,9.999999999999999e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_8p.pkl',0.0,0.48,0.0225,610.0,0.05,0.0,2.5,2.9999999999999997e-05,0.7,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,67.0,1010900000.0,1088300000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,605500000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
188,188,2025/10/13 05:33:51,0.0,0.035,228200000.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,0.0,0.1,0.014,300000000.0,590.0,0.005,100000.0,0.0,0.001,4.9999999999999996e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_10n.pkl',0.0,0.48,0.0225,500.0,0.05,0.0,2.5,2.9999999999999997e-05,0.0,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,68.0,854000000.0,932600000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,450000000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
189,189,2025/10/13 05:34:07,0.0,0.035,83506780.0,0.0,0.007,0.0,0.02,0.0,0,0.03,200.0,773000000.0,0.0,0.02,0.0,0.01125,0.0,0.0,0.0225,0.78,0.03,0.032,0.0,0.01,1.0,0.174746,0.0,0.0,1.0,0.1,0.014,766000000.0,590.0,0.005,100000.0,0.0,0.04,9.999999999999999e-06,0.1634945,1.0,9.999999999999999e-06,b'251007_dmd0_iterative_compensation_pinning_10n.pkl',0.0,0.48,0.0225,610.0,0.05,0.0,2.5,2.9999999999999997e-05,0.7,1.5,0.0032,0.3,0.0,1.3,0.0,0,0.0,0.03,0.975,0.03,-1.4999999999999999e-05,93.0,69.0,1010900000.0,1088300000.0,0.018000000000000002,10.0,0.0225,0.00025,550.0,0,0.1,0,0,0.03,605500000.0,200.0,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.0,0.875,0.2,620000000.0,0,-6000000.0
