shot_idx,shot_serial,shot_start_time,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,LocalVariables.ScanID4,GlobalLatticeVariables2.Dmd0SecondPatternFilename,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalLatticeVariables2.IsImageBIFormation,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.NematicLatticeModulationFrequency,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,LocalVariables.ScanID5,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.SecondDMD1RampTime,LocalVariables.XbarFrequency,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalImagingVariables2.SpinBlowNorthwestPower,LocalVariables.DMDID2,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalLatticeVariables2.NematicLatticeModulationTime,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalMotVariables2.MotDetuningCompressed,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,LocalVariables.ShotTypeID
708,708,2025/06/20 07:21:11,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0022,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,1.0,0.029,450000000.0,0.48,26.0
709,709,2025/06/20 07:21:28,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0022,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,2.0,0.029,527000000.0,0.48,27.0
710,710,2025/06/20 07:21:46,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0022,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,1.0,0.029,450000000.0,0.48,28.0
711,711,2025/06/20 07:22:03,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0022,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,2.0,0.029,527000000.0,0.48,29.0
712,712,2025/06/20 07:22:20,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0023,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.0,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,0.0,0.029,300000000.0,0.48,30.0
713,713,2025/06/20 07:22:37,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0023,1010900000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,1088300000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,9.999999999999999e-06,0.018000000000000002,93.0,0.04,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,605500000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,83506780.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,610.0,0.2,1.0,0.029,766000000.0,0.48,31.0
714,714,2025/06/20 07:22:54,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0023,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,1.0,0.029,450000000.0,0.48,32.0
715,715,2025/06/20 07:23:12,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0023,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,2.0,0.029,527000000.0,0.48,33.0
716,716,2025/06/20 07:23:29,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0023,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,1.0,0.029,450000000.0,0.48,34.0
717,717,2025/06/20 07:23:46,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0023,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,2.0,0.029,527000000.0,0.48,35.0
718,718,2025/06/20 07:24:03,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0023,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,1.0,0.029,450000000.0,0.48,36.0
719,719,2025/06/20 07:24:20,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0023,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,2.0,0.029,527000000.0,0.48,37.0
720,720,2025/06/20 07:24:38,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0023,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,1.0,0.029,450000000.0,0.48,38.0
721,721,2025/06/20 07:24:55,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0023,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,2.0,0.029,527000000.0,0.48,39.0
722,722,2025/06/20 07:25:13,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0024,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.0,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,0.0,0.029,300000000.0,0.48,40.0
723,723,2025/06/20 07:25:30,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0024,1010900000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,1088300000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,9.999999999999999e-06,0.018000000000000002,93.0,0.04,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,605500000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,83506780.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,610.0,0.2,1.0,0.029,766000000.0,0.48,41.0
724,724,2025/06/20 07:25:47,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0024,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,1.0,0.029,450000000.0,0.48,42.0
725,725,2025/06/20 07:26:04,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0024,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,2.0,0.029,527000000.0,0.48,43.0
726,726,2025/06/20 07:26:21,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0024,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,1.0,0.029,450000000.0,0.48,44.0
727,727,2025/06/20 07:26:39,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0024,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,2.0,0.029,527000000.0,0.48,45.0
728,728,2025/06/20 07:26:56,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0024,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,1.0,0.029,450000000.0,0.48,46.0
729,729,2025/06/20 07:27:13,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0024,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,2.0,0.029,527000000.0,0.48,47.0
730,730,2025/06/20 07:27:31,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0024,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,1.0,0.029,450000000.0,0.48,48.0
731,731,2025/06/20 07:27:48,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0024,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,2.0,0.029,527000000.0,0.48,49.0
732,732,2025/06/20 07:28:05,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0025,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.0,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,0.0,0.029,300000000.0,0.48,50.0
733,733,2025/06/20 07:28:22,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0025,1010900000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,1088300000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,9.999999999999999e-06,0.018000000000000002,93.0,0.04,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,605500000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,83506780.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,610.0,0.2,1.0,0.029,766000000.0,0.48,51.0
734,734,2025/06/20 07:28:40,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0025,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,1.0,0.029,450000000.0,0.48,52.0
735,735,2025/06/20 07:28:57,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0025,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,2.0,0.029,527000000.0,0.48,53.0
736,736,2025/06/20 07:29:14,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0025,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,1.0,0.029,450000000.0,0.48,54.0
737,737,2025/06/20 07:29:32,-1.4999999999999999e-05,10.0,0.009000000000000001,0.03,0.3,0.0025,854000000.0,0,0.1,0.0,b'250615_dmd0_iterative_compensation_pinning.pkl',0.0,1.0,932600000.0,0.7,2.5,0.0,b'250610_dmd1_countersink_0.625_0.750_12_15k.pkl',0.0,1.3,0.033,0.0,0.02,9.999999999999999e-06,4.9999999999999996e-06,0.018000000000000002,93.0,0.001,0.005,0.0,0.1634945,0.975,0,0,200.0,590.0,0.0,450000000.0,0.78,0.0125,0.02,773000000.0,0.022,100000.0,2.9999999999999997e-05,0.174746,550.0,1.0,0.01125,1.5,0.0,0.0,228200000.0,0.05,0.03,0.0125,0.0125,0.0,0.0,-6000000.0,620000000.0,500.0,0.2,2.0,0.029,527000000.0,0.48,55.0
